Id,Predicted
194,10.300913
195,16.823872
196,8.225994
197,12.272167
198,15.647127
199,10.693013
200,17.626064
201,15.564318
202,11.921811
203,9.435814
204,14.940255
205,8.666005
206,7.678439
207,11.958162
208,13.794591
209,21.784409
210,10.867418
211,15.487362
212,11.930286
213,10.518995
214,9.484848
215,12.736589
216,14.135446
217,10.332638
218,14.29591
219,10.381123
220,14.416406
221,15.774661
222,21.44936
223,18.912369
224,18.470694
225,12.9671135
226,10.047388
227,12.243503
228,17.98489
229,15.019526
230,15.577
231,13.148832
232,10.843978
233,10.9732
234,15.980824
235,12.092257
236,7.832146
237,13.143213
238,7.710411
239,11.044079
240,16.056122
241,9.212627
242,8.82871
243,9.112366
244,16.310968
245,9.111325
246,8.073651
247,12.695531
248,15.370878
249,20.454344
250,15.757438
251,15.20603
252,12.173794
253,17.85798
254,15.092621
255,20.676676
256,11.475577
257,13.394752
258,15.886953
259,8.074615
260,15.985552
261,14.179601
262,13.457568
263,12.56851
264,14.666956
265,15.371579
266,10.512998
267,14.071569
268,14.9765215
269,10.471483
270,15.978969
271,27.157381
272,17.339333
273,11.5338335
274,8.047502
275,7.6514387
276,15.861992
277,18.409931
278,15.013856
279,19.814632
280,9.837672
281,16.870964
282,13.839123
283,14.717181
284,11.968153
285,16.968306
286,14.037887
287,13.119923
288,10.933007
289,21.981592
290,17.908184
291,16.198431
292,10.261976
293,10.839205
294,12.006363
295,8.279288
296,19.870192
297,11.155173
298,10.646021
299,13.963631
300,12.484328
301,11.74228
302,11.436802
303,16.212587
304,17.411953
305,13.087737
306,9.434474
307,19.466902
308,13.704593
309,14.7825575
310,8.883255
311,20.605377
312,17.61793
313,20.569649
314,14.529319
315,16.189312
316,17.776423
317,21.95726
318,13.643785
319,14.550331
320,15.249412
321,13.282704
322,11.474401
323,14.693368
324,13.204172
325,7.499249
326,10.406376
327,9.287884
328,16.173819
329,11.415366
330,11.5900545
331,17.398092
332,15.538859
333,14.472876
334,11.062288
335,13.490917
336,14.811193
337,13.971459
338,12.299724
339,16.707722
340,11.306556
341,14.335312
342,11.893554
343,20.772488
344,13.117076
345,8.819274
346,17.65324
347,8.773169
348,11.350231
349,15.13302
350,16.533085
351,9.209778
352,16.610907
353,15.523065
354,8.665072
355,12.710851
356,17.303247
357,10.443371
358,11.580245
359,11.794623
360,13.695057
361,14.568492
362,17.99054
363,15.883209
364,17.182802
365,13.567895
366,13.533305
367,16.671892
368,11.59113
369,8.793931
370,13.803958
371,17.536043
372,18.887688
373,16.42027
374,9.446935
375,14.0868
376,8.39775
377,11.1817255
378,11.448798
379,14.012675
380,8.322567
381,17.620062
382,13.637987
383,24.578241
384,10.601006
385,13.095285
386,14.158172
387,14.192813
388,9.927781
389,15.807363
390,11.027331
391,13.77935
392,14.198212
393,16.717154
394,12.972431
395,15.050963
396,10.715855
397,11.12512
398,21.335472
399,11.950746
400,8.336334
401,11.312593
402,14.214812
403,11.161553
404,9.285053
405,11.363993
406,15.566428
407,12.817526
408,7.289674
409,11.786049
410,12.488396
411,16.109938
412,10.999743
413,18.93694
414,16.841148
415,6.9454584
416,14.138024
417,10.415764
418,8.90065
419,12.000508
420,17.320538
421,9.99897
422,13.007027
423,14.896524
424,12.306802
425,14.078762
426,15.969288
427,9.210033
428,13.318934
429,13.077082
430,9.686386
431,8.489973
432,16.411713
433,9.003929
434,15.548738
435,17.54662
436,9.558478
437,14.662137
438,10.175405
439,19.005707
440,6.590843
441,14.995824
442,12.744126
443,14.108334
444,11.419124
445,9.915465
446,13.88728
447,21.853434
448,11.035877
449,13.913894
450,8.169628
451,11.031069
452,11.915443
453,16.086496
454,7.8129387
455,10.054357
456,12.403319
457,8.941301
458,15.251508
459,15.456108
460,8.936466
461,13.682369
462,8.494731
463,16.114477
464,12.68951
465,12.024518
466,8.246606
467,14.32112
468,10.358617
469,28.507854
470,14.484191
471,9.4889145
472,9.55411
473,9.463102
474,13.481349
475,11.810252
476,12.61469
477,8.236185
478,12.015227
479,10.459439
480,14.184641
481,17.332317
482,14.0100355
483,15.28611
484,17.739681
485,12.9548025
486,17.476126
487,13.219338
488,16.649467
489,11.416738
490,10.818499
491,9.382763
492,8.639181
493,24.32122
494,16.429434
495,7.92048
496,13.997181
497,13.398943
498,11.84715
499,15.499084
500,10.018674
501,9.2019415
502,10.312573
503,18.72446
504,17.044632
505,14.499276
506,12.816825
507,17.073559
508,15.403862
509,7.3572783
510,9.159369
511,13.615503
512,17.394562
513,9.039528
514,15.927042
515,13.591793
516,13.424983
517,7.7970185
518,13.8553295
519,11.279828
520,16.30433
521,10.218291
522,13.293308
523,16.919737
524,12.564199
525,12.813066
526,19.76826
527,11.036111
528,14.667867
529,11.726846
530,11.657581
531,10.951058
532,13.788297
533,16.075138
534,11.87731
535,15.493746
536,14.394136
537,9.076866
538,12.19636
539,17.232779
540,10.17738
541,8.323427
542,11.701072
543,9.533943
544,11.687347
545,11.336253
546,13.660049
547,15.822604
548,8.565464
549,15.176444
550,14.115814
551,9.380778
552,14.045806
553,13.322203
554,8.973677
555,8.375237
556,12.838437
557,9.516035
558,14.532046
559,8.060538
560,10.938473
561,20.437016
562,11.6130905
563,19.000711
564,13.651954
565,12.20542
566,14.336539
567,11.359758
568,16.250183
569,18.179758
570,7.050891
571,16.096212
572,12.811588
573,10.784297
574,9.987161
575,18.530931
576,12.125799
577,12.137246
578,13.319045
579,14.05501
580,10.904136
581,14.200552
582,15.016609
583,15.588295
584,8.560292
585,13.269897
586,7.996267
587,9.487539
588,13.366226
589,11.081482
590,10.944555
591,12.9043455
592,7.6954284
593,17.03925
594,20.80004
595,13.430463
596,20.38981
597,12.990808
598,12.682126
599,11.456471
600,9.775716
601,16.579514
602,19.810259
603,14.572163
604,17.972137
605,8.054015
606,15.7255745
607,13.7781515
608,10.509156
609,15.013112
610,11.415158
611,12.151801
612,9.785195
613,14.35025
614,8.706863
615,14.174715
616,10.842323
617,17.00781
618,11.559299
619,12.586832
620,10.551346
621,13.094753
622,11.472138
623,12.897733
624,14.158691
625,10.659185
626,11.455167
627,13.429414
628,12.461399
629,9.884256
630,15.003411
631,18.921818
632,12.458514
633,11.230988
634,11.767003
635,15.039534
636,11.058787
637,12.169784
638,10.66342
639,15.563674
640,16.166842
641,19.549387
642,12.060258
643,15.347258
644,14.925348
645,16.71862
646,13.629776
647,8.788947
648,13.231896
649,11.296918
650,8.449465
651,10.083754
652,17.78357
653,15.334624
654,17.300962
655,15.599019
656,11.865633
657,10.237439
658,13.113669
659,11.323561
660,10.436807
661,13.611635
662,13.672518
663,14.720557
664,13.838411
665,10.645472
666,9.621848
667,15.534783
668,15.987991
669,14.028582
670,11.160682
671,15.739834
672,9.189716
673,12.998857
674,8.993689
675,20.102785
676,9.286953
677,10.595426
678,12.811062
679,13.0238495
680,10.296034
681,13.743639
682,13.475413
683,11.068156
684,21.047564
685,5.797891
686,10.295091
687,12.60972
688,12.043538
689,19.953873
690,16.315239
691,11.192065
692,7.833225
693,6.7421813
694,17.274027
695,20.378073
696,13.47595
697,16.349098
698,19.946846
699,11.221669
700,18.446842
701,12.994272
702,8.457864
703,16.31982
704,8.493532
705,14.979906
706,11.639323
707,11.081775
708,8.362335
709,17.860786
710,10.116854
711,5.480766
712,15.150239
713,16.931232
714,8.151858
715,9.117459
716,13.398178
717,7.941719
718,6.485901
719,11.421221
720,12.821977
721,20.457933
722,17.90491
723,8.403902
724,12.54628
725,12.816736
726,12.676231
727,13.410182
728,14.067835
729,7.67574
730,11.579644
731,10.893153
732,9.428006
733,12.654497
734,10.109068
735,14.364282
736,15.872363
737,10.36656
738,12.143939
739,15.923525
740,12.937391
741,11.5257225
742,12.561084
743,10.584808
744,12.922395
745,8.687626
746,14.680756
747,12.459932
748,9.448073
749,14.475892
750,6.9124894
751,18.776041
752,8.0014105
753,10.688643
754,7.997207
755,12.760694
756,9.715116
757,12.437632
758,15.658871
759,13.923119
760,13.012421
761,19.328772
762,13.094513
763,10.631499
764,12.783008
765,15.968938
766,21.00389
767,11.900054
768,13.45931
769,20.98887
770,12.545456
771,15.376522
772,6.7756696
773,13.774224
774,17.634796
775,9.942939
776,12.805339
777,13.906813
778,12.386933
779,14.185296
780,7.71165
781,10.907774
782,16.02103
783,12.121137
784,9.615006
785,14.533359
786,15.400644
787,16.080835
788,16.45379
789,14.64315
790,10.793354
791,15.765671
792,9.746834
793,8.7421875
794,10.332377
795,10.05398
796,14.671457
797,12.928529
798,14.735914
799,12.058776
800,15.38331
801,8.407269
802,11.799783
803,12.049667
804,16.755695
805,12.40235
806,8.335537
807,15.851638
808,15.673251
809,13.384355
810,11.998407
811,12.523915
812,11.988868
813,15.69938
814,16.182796
815,14.323478
816,10.485368
817,10.164607
818,12.244973
819,16.334541
820,10.278416
821,15.243033
822,13.264719
823,16.521189
824,12.267669
825,11.75144
826,10.417347
827,13.397365
828,9.363049
829,9.089882
830,7.7986507
831,13.97331
832,13.206837
833,10.106167
834,13.698573
835,16.212984
836,7.665781
837,16.384611
838,8.003726
839,16.881748
840,9.78232
841,15.210481
842,13.87785
843,12.595936
844,14.548747
845,12.369019
846,18.466183
847,25.186634
848,16.095093
849,8.005537
850,12.428503
851,9.738828
852,8.723538
853,13.505912
854,8.97559
855,13.923214
856,10.415735
857,8.928879
858,11.109834
859,12.285537
860,12.67527
861,9.569383
862,16.763662
863,10.251605
864,15.687487
865,9.955954
866,16.230133
867,12.189518
868,8.348828
869,12.33152
870,14.903221
871,10.333273
872,8.217472
873,14.341386
874,14.183539
875,11.179496
876,14.629998
877,5.86494
878,17.13279
879,10.322237
880,11.415214
881,12.850794
882,17.805332
883,13.90384
884,14.547611
885,9.387622
886,21.247438
887,18.368124
888,10.414878
889,17.463316
890,19.141417
891,10.231177
892,11.264026
893,20.200228
894,19.117336
895,9.892374
896,17.745731
897,9.586117
898,11.588447
899,13.242153
900,12.814165
901,8.626959
902,9.856983
903,11.972731
904,7.8275943
905,9.074544
906,13.212069
907,13.265648
908,8.31333
909,13.576266
910,15.469031
911,23.589046
912,13.816201
913,15.858845
914,10.258938
915,9.839703
916,14.293627
917,16.661
918,15.650556
919,14.707569
920,6.5606494
921,16.24062
922,9.266917
923,13.865461
924,8.013485
925,9.072224
926,10.460128
927,8.529797
928,15.489584
929,18.54425
930,12.594179
931,13.769955
932,12.391271
933,11.919935
934,12.098484
935,12.710934
936,16.37546
937,11.616658
938,14.316907
939,8.743568
940,13.440713
941,8.868115
942,20.809969
943,9.7459545
944,13.914161
945,13.477775
946,14.046773
947,8.993096
948,12.9744835
949,11.413561
950,12.658729
951,9.860895
952,15.541001
953,9.925599
954,11.362896
955,9.260247
956,10.312782
957,13.3967
958,7.707717
959,10.071465
960,10.337176
961,17.504442
962,12.222318
963,13.208657
964,10.99931
965,14.239568
966,10.352151
967,15.3834915
968,16.74417
969,7.356466
970,15.403415
971,13.4116
972,10.469195
973,13.046268
974,10.980975
975,19.95682
976,13.1857815
977,14.445458
978,10.488426
979,14.939059
980,14.44745
981,13.160727
982,12.185269
983,11.186916
984,18.597675
985,15.950326
986,20.365368
987,18.501818
988,16.998014
989,15.463583
990,13.595794
991,24.498444
992,21.253643
993,9.634229
994,10.516745
995,14.378104
996,13.609347
997,12.839891
998,11.388012
999,11.697368
1000,14.520285
1001,16.862394
1002,8.440648
1003,16.235214
1004,10.902484
1005,11.770457
1006,13.03638
1007,9.32101
1008,9.627288
1009,15.040164
1010,12.282587
1011,12.887814
1012,9.817799
1013,9.914037
1014,17.20249
1015,18.196463
1016,11.90049
1017,15.408312
1018,14.688363
1019,16.442858
1020,16.706188
1021,11.151372
1022,14.939378
1023,13.934078
1024,10.968893
1025,14.331772
1026,12.857485
1027,11.844781
1028,7.750011
1029,10.690102
1030,13.363928
1031,13.393216
1032,13.278492
1033,9.800493
1034,14.093029
1035,10.509871
1036,11.8605
1037,9.938364
1038,9.590554
1039,15.51816
1040,12.226482
1041,11.814028
1042,19.537968
1043,12.666029
1044,11.623063
1045,10.747267
1046,9.902131
1047,12.420299
1048,12.819637
1049,7.6481347
1050,20.747793
1051,8.160164
1052,10.102919
1053,11.226359
1054,9.30038
1055,12.287689
1056,12.702573
1057,9.71842
1058,13.8483095
1059,17.591188
1060,14.526177
1061,14.723387
1062,19.156952
1063,18.230467
1064,21.139082
1065,14.478606
1066,14.03326
1067,15.14915
1068,13.076084
1069,6.3478045
1070,9.344085
1071,21.006805
1072,8.845673
1073,14.733805
1074,17.606203
1075,10.386886
1076,15.544953
1077,13.497389
1078,12.674204
1079,7.8988266
1080,20.418081
1081,17.138643
1082,15.02962
1083,10.921927
1084,10.874362
1085,9.034375
1086,10.852595
1087,14.800625
1088,9.421703
1089,8.328723
1090,10.3611965
1091,9.070509
1092,14.277315
1093,8.934374
1094,12.905008
1095,16.668985
1096,12.939859
1097,19.338486
1098,18.437845
1099,12.37987
1100,17.176916
1101,11.940859
1102,11.529205
1103,11.867787
1104,20.596231
1105,11.009726
1106,12.0314045
1107,15.742254
1108,16.484694
1109,22.59796
1110,9.047643
1111,22.524235
1112,21.15781
1113,14.679013
1114,18.023563
1115,10.652649
1116,19.027554
1117,18.101484
1118,13.082367
1119,18.095955
1120,17.75945
1121,11.619948
1122,12.674421
1123,15.060398
1124,14.520272
1125,13.450668
1126,9.010093
1127,11.959814
1128,8.217135
1129,18.385988
1130,14.346333
1131,10.471659
1132,10.797954
1133,11.944643
1134,14.686756
1135,11.282133
1136,15.526394
1137,15.52644
1138,15.451017
1139,11.726009
1140,15.6612835
1141,24.442965
1142,13.2623005
1143,11.753235
1144,13.482291
1145,12.169448
1146,15.652784
1147,20.205332
1148,8.502148
1149,8.379742
1150,13.13679
1151,13.093337
1152,12.947137
1153,16.58358
1154,10.313718
1155,10.69572
1156,15.09529
1157,12.284163
1158,9.512216
1159,12.60079
1160,16.61765
1161,18.199493
1162,8.247337
1163,8.430899
1164,20.054148
1165,13.377583
1166,18.311846
1167,16.281961
1168,14.282807
1169,11.115977
1170,17.712065
1171,14.120153
1172,9.888793
1173,13.657821
1174,9.32785
1175,16.075636
1176,10.251258
1177,13.753569
1178,12.604451
1179,10.43383
1180,10.1576805
1181,13.264962
1182,16.169651
1183,12.168126
1184,15.154295
1185,11.08901
1186,14.451312
1187,12.944156
1188,10.6252
1189,14.401615
1190,12.861746
1191,14.675363
1192,14.21801
1193,9.411146
1194,15.9321785
1195,6.5407834
1196,11.468608
1197,11.439429
1198,12.410805
1199,15.921148
1200,16.574919
1201,11.052671
1202,14.009699
1203,17.027008
1204,11.2509365
1205,25.299826
1206,17.967451
1207,13.256344
1208,10.308724
1209,10.600681
1210,9.61606
1211,15.788286
1212,12.218791
1213,16.92281
1214,11.747779
1215,15.772763
1216,17.41019
1217,14.43594
1218,13.372509
1219,12.961512
1220,11.5447235
1221,11.113412
1222,15.856612
1223,17.391878
1224,8.931093
1225,12.360772
1226,9.4270115
1227,13.064684
1228,10.890325
1229,13.382757
1230,11.663017
1231,11.101588
1232,11.888497
1233,14.103077
1234,15.712736
1235,18.477566
1236,16.124329
1237,14.2642765
1238,25.508165
1239,18.38688
1240,11.176212
1241,10.928505
1242,9.8491745
1243,21.265942
1244,16.457098
1245,12.399385
1246,9.713668
1247,12.909203
1248,11.196055
1249,9.636277
1250,12.966145
1251,16.640507
1252,11.199527
1253,8.013754
1254,10.303065
1255,15.71639
1256,11.620046
1257,12.896318
1258,15.109939
1259,10.403613
1260,12.391256
1261,13.109546
1262,6.3334446
1263,12.243656
1264,13.188438
1265,12.7943325
1266,7.474861
1267,11.7170725
1268,9.162129
1269,13.66838
1270,12.465191
1271,12.875942
1272,14.442472
1273,12.508095
1274,20.705164
1275,13.020763
1276,14.493303
1277,16.130304
1278,17.530336
1279,17.498087
1280,8.543898
1281,15.291982
1282,7.199954
1283,8.431451
1284,9.231265
1285,11.440816
1286,15.50458
1287,16.278166
1288,11.214309
1289,12.709515
1290,16.062277
1291,12.989915
1292,16.844925
1293,11.342245
1294,7.468641
1295,13.596131
1296,14.7362
1297,16.002504
1298,16.831564
1299,8.087957
1300,12.994676
1301,13.146849
1302,12.530571
1303,17.549309
1304,14.733301
1305,9.268237
1306,9.516099
1307,10.471678
1308,20.107983
1309,13.964828
1310,11.610633
1311,14.503179
1312,15.068901
1313,13.735601
1314,14.873773
1315,9.829055
1316,7.259635
1317,8.006094
1318,8.869154
1319,12.491743
1320,10.515021
1321,12.824438
1322,15.029957
1323,11.3401
1324,10.24771
1325,9.2854395
1326,20.94077
1327,16.984735
1328,13.547639
1329,11.638649
1330,16.71763
1331,18.415781
1332,15.321712
1333,19.844696
1334,10.72431
1335,12.084869
1336,15.195419
1337,12.622692
1338,22.70372
1339,15.771262
1340,7.075438
1341,15.355226
1342,11.477243
1343,11.692763
1344,20.98319
1345,22.001875
1346,14.376193
1347,15.185982
1348,10.654217
1349,15.379833
1350,12.822562
1351,17.23296
1352,12.913564
1353,13.201799
1354,10.986513
1355,14.469101
1356,9.6910515
1357,15.5846815
1358,17.032825
1359,9.503435
1360,15.737029
1361,15.962905
1362,12.223757
1363,12.874379
1364,12.3793955
1365,13.613701
1366,12.876378
1367,21.802006
1368,13.674185
1369,11.91403
1370,17.001846
1371,13.23249
1372,13.52011
1373,13.847576
1374,24.057112
1375,13.8528385
1376,12.311099
1377,12.844178
1378,12.116641
1379,16.260807
1380,9.3443365
1381,17.570126
1382,22.692202
1383,10.994577
1384,10.653521
1385,11.337809
1386,16.408798
1387,9.953255
1388,7.494051
1389,21.424936
1390,6.5044794
1391,8.591352
1392,16.113113
1393,15.711513
1394,10.9031315
1395,11.726573
1396,12.74311
1397,21.033268
1398,11.284724
1399,12.501178
1400,12.55219
1401,16.796183
1402,15.438444
1403,18.17558
1404,19.809883
1405,16.167187
1406,22.19026
1407,10.829957
1408,15.938143
1409,11.897023
1410,8.354178
1411,12.4503975
1412,12.16155
1413,11.4972925
1414,13.691757
1415,7.619605
1416,14.751376
1417,18.380587
1418,8.510641
1419,8.651824
1420,9.321675
1421,10.655114
1422,12.588278
1423,14.094719
1424,9.255387
1425,16.820326
1426,15.749547
1427,10.927606
1428,6.7588654
1429,18.694168
1430,15.065973
1431,10.456548
1432,9.873166
1433,16.504093
1434,10.0162735
1435,8.396315
1436,15.935341
1437,15.962096
1438,14.690775
1439,11.393185
1440,13.127795
1441,13.369512
1442,14.494668
1443,15.959826
1444,14.164529
1445,14.855537
1446,9.946642
1447,7.3586106
1448,22.393972
1449,8.286839
1450,9.761825
1451,16.52324
1452,11.584479
1453,10.476475
1454,9.689696
1455,12.815257
1456,18.083858
1457,9.488117
1458,11.408544
1459,25.110493
1460,13.821047
1461,10.720466
1462,8.930111
1463,16.979195
1464,8.355036
1465,20.684658
1466,13.779362
1467,11.820008
1468,12.507177
1469,8.213314
1470,9.660533
1471,12.570232
1472,15.559356
1473,9.826276
1474,12.679734
1475,13.324342
1476,18.399456
1477,12.098604
1478,17.934896
1479,16.289845
1480,14.802782
1481,11.304342
1482,10.2947035
1483,7.813124
1484,15.603679
1485,17.26275
1486,15.056741
1487,9.392024
1488,13.0575
1489,10.370454
1490,23.540892
1491,7.636129
1492,10.819868
1493,11.9839735
1494,11.938571
1495,8.601825
1496,16.128616
1497,14.621357
1498,8.466249
1499,12.022573
1500,12.762541
1501,21.539852
1502,12.928108
1503,11.586028
1504,17.006117
1505,12.306828
1506,15.172111
1507,17.104553
1508,13.019208
1509,11.254664
1510,12.643629
1511,15.041379
1512,10.498711
1513,14.2122965
1514,15.170425
1515,7.8368683
1516,16.253992
1517,13.960322
1518,10.109229
1519,14.177518
1520,20.08449
1521,11.331494
1522,13.358897
1523,11.715643
1524,13.077784
1525,10.047318
1526,13.027551
1527,13.15571
1528,12.049226
1529,10.513855
1530,7.4733725
1531,6.882921
1532,9.522764
1533,24.196129
1534,9.786165
1535,10.908328
1536,10.037396
1537,13.84809
1538,12.212984
1539,17.808445
1540,12.407717
1541,10.548581
1542,12.978452
1543,20.352478
1544,9.883596
1545,15.763269
1546,13.744744
1547,12.887096
1548,11.561107
1549,15.531283
1550,15.696224
1551,10.750689
1552,7.7594895
1553,12.78751
1554,10.698497
1555,14.490418
1556,10.814344
1557,7.1872463
1558,13.115457
1559,9.623746
1560,9.328364
1561,10.928097
1562,13.916758
1563,12.920833
1564,8.719406
1565,13.235703
1566,19.043715
1567,14.652572
1568,17.199347
1569,14.052776
1570,11.297203
1571,9.891063
1572,21.911201
1573,14.06035
1574,16.84879
1575,15.220347
1576,7.9484673
1577,21.704525
1578,10.920782
1579,11.269303
1580,8.077948
1581,10.895684
1582,10.661886
1583,12.918399
1584,6.608174
1585,15.880672
1586,19.80908
1587,21.534231
1588,23.55309
1589,12.460637
1590,14.174857
1591,20.789541
1592,14.395328
1593,15.143564
1594,10.226813
1595,15.704199
1596,10.395316
1597,14.751787
1598,17.318424
1599,8.226373
1600,14.936182
1601,14.749765
1602,8.972314
1603,13.879186
1604,10.247187
1605,8.611547
1606,15.650905
1607,13.932222
1608,9.757032
1609,12.147684
1610,11.629664
1611,7.2020764
1612,16.59791
1613,10.10755
1614,17.164251
1615,14.503175
1616,15.338317
1617,22.114716
1618,16.733671
1619,13.521841
1620,18.582937
1621,13.086654
1622,20.422148
1623,15.807885
1624,14.060762
1625,15.422167
1626,16.183453
1627,9.88697
1628,7.0869594
1629,18.281002
1630,16.556541
1631,8.537099
1632,13.578817
1633,20.407696
1634,10.874623
1635,12.785321
1636,10.701569
1637,11.692293
1638,13.856629
1639,7.2952337
1640,9.985598
1641,11.641707
1642,11.002169
1643,14.60672
1644,15.035761
1645,14.206367
1646,9.9663725
1647,14.229539
1648,12.942483
1649,11.8396
1650,15.817525
1651,12.224552
1652,25.55622
1653,9.617966
1654,9.296575
1655,13.705325
1656,15.176369
1657,12.3055935
1658,8.010853
1659,9.43573
1660,14.050383
1661,11.96211
1662,11.552396
1663,11.373848
1664,6.8677897
1665,14.142985
1666,10.39826
1667,6.062754
1668,15.87945
1669,8.966507
1670,7.7816906
1671,18.712957
1672,11.095951
1673,9.610665
1674,13.657394
1675,16.530125
1676,15.630921
1677,12.804321
1678,14.183904
1679,17.757757
1680,15.173114
1681,9.349062
1682,15.276509
1683,9.278266
1684,8.931391
1685,12.568473
1686,11.947933
1687,22.838934
1688,12.497465
1689,15.182704
1690,14.263876
1691,10.780733
1692,21.221039
1693,16.150948
1694,12.189118
1695,13.8996935
1696,11.454642
1697,10.414558
1698,13.80322
1699,5.61184
1700,13.190759
1701,13.057839
1702,13.312352
1703,12.464402
1704,14.83366
1705,11.877058
1706,21.230955
1707,18.069855
1708,12.294961
1709,12.216257
1710,13.963491
1711,10.373645
1712,12.976471
1713,12.594815
1714,8.539982
1715,22.887056
1716,12.411799
1717,19.592583
1718,14.083868
1719,10.698312
1720,10.752385
1721,10.159432
1722,11.045842
1723,17.162521
1724,19.220629
1725,15.11071
1726,11.241914
1727,8.325754
1728,16.53907
1729,11.035343
1730,10.051631
1731,15.540282
1732,14.797221
1733,9.288823
1734,10.571818
1735,11.618729
1736,11.479015
1737,9.240561
1738,10.596792
1739,12.707696
1740,10.946959
1741,10.716544
1742,8.990246
1743,8.357567
1744,15.524284
1745,10.446039
1746,11.977173
1747,12.254093
1748,9.81208
1749,13.647366
1750,9.832178
1751,13.644286
1752,9.945263
1753,10.709256
1754,16.363546
1755,11.18994
1756,13.647897
1757,13.233595
1758,7.354866
1759,12.220547
1760,10.973761
1761,12.444773
1762,16.259096
1763,10.820734
1764,9.823636
1765,17.293507
1766,13.40318
1767,13.444787
1768,12.412926
1769,11.537947
1770,12.358347
1771,9.458618
1772,9.189457
1773,13.320242
1774,12.690612
1775,13.082497
1776,13.288948
1777,9.1977215
1778,18.478853
1779,10.994681
1780,13.324864
1781,10.684008
1782,18.644615
1783,13.708232
1784,12.44751
1785,12.567252
1786,15.882171
1787,17.714033
1788,11.280522
1789,12.050958
1790,13.396767
1791,10.72189
1792,12.529925
1793,7.958713
1794,8.299207
1795,16.000557
1796,12.183804
1797,9.382128
1798,14.844076
1799,12.081821
1800,13.148074
1801,14.172324
1802,16.188807
1803,10.754808
1804,14.447062
1805,14.070461
1806,17.190376
1807,10.603432
1808,16.173206
1809,13.074617
1810,18.43011
1811,11.210122
1812,15.720806
1813,9.599611
1814,16.431366
1815,13.526981
1816,8.83298
1817,14.028974
1818,12.380699
1819,14.241305
1820,8.469965
1821,12.055607
1822,17.56273
1823,12.118491
1824,14.285631
1825,11.8210125
1826,11.576836
1827,13.138049
1828,18.543095
1829,8.643193
1830,16.168653
1831,18.593752
1832,15.340053
1833,11.983204
1834,12.694801
1835,11.079426
1836,20.901354
1837,14.156429
1838,12.604053
1839,12.03277
1840,14.749976
1841,9.8271265
1842,17.024973
1843,9.548356
1844,12.986849
1845,8.526792
1846,14.048111
1847,10.762844
1848,16.46302
1849,12.439601
1850,11.696903
1851,9.88947
1852,11.994714
1853,14.277585
1854,11.056115
1855,13.904139
1856,10.960529
1857,10.350934
1858,15.703883
1859,10.46672
1860,11.90182
